ticker,security_type,reason,signals
WHR,common_stock,profile_fields_present,8
WHWK,common_stock,profile_fields_present,17
WILC,common_stock,profile_fields_present,67
WILD,etf,delisted_name:name_contains:ETF,11
WINA,common_stock,profile_fields_present,15
WING,common_stock,profile_fields_present,34
WIRE,common_stock,profile_fields_present,10
WIX,common_stock,profile_fields_present,24
WK,common_stock,profile_fields_present,6
WKC,common_stock,profile_fields_present,23
WKME,common_stock,profile_fields_present,6
WLAC,spac_or_blank_check,name_contains:ACQUISITION CORP,73
WLDN,common_stock,profile_fields_present,72
WLFC,common_stock,profile_fields_present,55
WLGS,common_stock,profile_fields_present,28
WLKP,common_stock,profile_fields_present,18
WLY,common_stock,profile_fields_present,17
WLYB,common_stock,profile_fields_present,34
WMK,common_stock,profile_fields_present,21
WMPN,common_stock,profile_fields_present,5
WNC,common_stock,profile_fields_present,3
WNEB,common_stock,profile_fields_present,31
WNNR,spac_or_blank_check,name_contains:ACQUISITION CORP,22
WNS,adr,raw_flag:isAdr,26
WOLF,common_stock,profile_fields_present,9
WOOF,common_stock,profile_fields_present,6
WOR,common_stock,profile_fields_present,15
WRAC,spac_or_blank_check,name_contains:ACQUISITION CORP,5
WRBY,common_stock,profile_fields_present,39
WRK,common_stock,profile_fields_present,28
WRLD,common_stock,profile_fields_present,16
WRN,common_stock,profile_fields_present,50
WS,common_stock,profile_fields_present,23
WSBC,common_stock,profile_fields_present,12
WSBCP,preferred,symbol_suffix:fifth_char_P,7
WSBF,common_stock,profile_fields_present,22
WSBK,common_stock,profile_fields_present,21
WSFS,common_stock,profile_fields_present,27
WSR,common_stock,profile_fields_present,62
WT,common_stock,profile_fields_present,77
WTBA,common_stock,profile_fields_present,9
WTFCM,preferred,symbol_suffix:fifth_char_M+inactive,16
WTFCP,preferred,symbol_suffix:fifth_char_P,7
WTI,common_stock,profile_fields_present,14
WTM,common_stock,profile_fields_present,29
WTMA,spac_or_blank_check,name_contains:ACQUISITION CORP,28
WTTR,common_stock,profile_fields_present,45
WU,common_stock,profile_fields_present,3
WUCT,etf,is_etf=True,40
WUSA,etf,is_etf=True,2
WVE,common_stock,profile_fields_present,8
WWW,common_stock,profile_fields_present,32
WYY,common_stock,profile_fields_present,35
X,common_stock,profile_fields_present,10
XBIT,common_stock,profile_fields_present,12
XDJL,etf,is_etf=True,127
XENE,common_stock,profile_fields_present,9
XERS,common_stock,profile_fields_present,41
XFIN,spac_or_blank_check,name_contains:ACQUISITION CORP,51
XFIX,etf,is_etf=True,15
XGN,common_stock,profile_fields_present,40
XHR,common_stock,profile_fields_present,29
XHYC,etf,is_etf=True,16
XHYD,etf,is_etf=True,18
XHYE,etf,is_etf=True,24
XHYF,etf,is_etf=True,17
XHYH,etf,is_etf=True,33
XHYI,etf,is_etf=True,11
XHYT,etf,is_etf=True,1
XIFR,common_stock,profile_fields_present,6
XIN,adr,raw_flag:isAdr,6
XMTR,common_stock,profile_fields_present,34
XNCR,common_stock,profile_fields_present,1
XOMA,common_stock,profile_fields_present,41
XOMAP,preferred,symbol_suffix:fifth_char_P,14
XOS,common_stock,profile_fields_present,1
XPDB,spac_or_blank_check,industry_description:SHELL_COMPANIES+BUSINESS_COMBINATION,6
XPEL,common_stock,profile_fields_present,14
XPOF,common_stock,profile_fields_present,1
XPRO,common_stock,profile_fields_present,10
XRLV,etf,is_etf=True,54
XRN,common_stock,profile_fields_present,1
XRX,common_stock,profile_fields_present,2
XTKG,common_stock,profile_fields_present,5
XWIN,common_stock,profile_fields_present,20
XXCH,etf,is_etf=True,19
XXI,common_stock,profile_fields_present,25
XYLE,etf,is_etf=True,47
YDDL,common_stock,profile_fields_present,10
YETI,common_stock,profile_fields_present,9
YEXT,common_stock,profile_fields_present,20
YMAB,common_stock,profile_fields_present,15
YOSH,common_stock,profile_fields_present,9
YY,adr,raw_flag:isAdr,10
ZBIO,common_stock,profile_fields_present,17
ZD,common_stock,profile_fields_present,9
ZDGE,common_stock,profile_fields_present,10
ZENV,common_stock,profile_fields_present,8
ZETA,common_stock,profile_fields_present,46
ZEUS,common_stock,profile_fields_present,20
ZGN,common_stock,profile_fields_present,21
ZIM,common_stock,profile_fields_present,20
ZIMV,common_stock,profile_fields_present,23
ZIONL,non_common_series,symbol_suffix:fifth_char_L+inactive,9
ZIONO,preferred,symbol_suffix:fifth_char_O+inactive,8
ZIPP,etf,is_etf=True,12
ZK,common_stock,profile_fields_present,6
ZLS,spac_or_blank_check,name_contains:ACQUISITION CORP,49
ZNTL,common_stock,profile_fields_present,3
ZUMZ,common_stock,profile_fields_present,23
ZURA,common_stock,profile_fields_present,9
ZVRA,common_stock,profile_fields_present,32
ZYME,common_stock,profile_fields_present,36
ZZZ,etf,is_etf=True,28
